hora_entrada,permanencia
2023-03-16 11:19:00.000000,15
2023-03-16 11:19:00.000000,25
2023-03-16 11:20:00.000000,18
2023-03-16 11:20:21.294824,21
2023-03-16 11:20:35.174769,18
2023-03-16 11:21:00.000000,29
2023-03-16 11:21:06.312402,29
2023-03-16 11:21:32.285531,24
2023-03-16 11:22:00.000000,30
2023-03-16 11:22:00.000000,19
2023-03-16 11:22:00.226392,39
2023-03-16 11:22:11.734511,40
2023-03-16 11:23:00.000000,24
2023-03-16 11:24:18.102273,14
2023-03-16 11:25:00.000000,17
2023-03-16 11:25:57.625267,18
2023-03-16 11:26:00.000000,39
2023-03-16 11:26:42.950298,10
2023-03-16 11:28:00.000000,32
2023-03-16 11:28:18.019089,34
2023-03-16 11:28:50.401982,40
2023-03-16 11:28:55.978890,31
2023-03-16 11:29:48.129168,39
2023-03-16 11:29:58.735346,15
2023-03-16 11:30:00.000000,8
2023-03-16 11:30:00.398368,27
2023-03-16 11:30:25.349414,31
2023-03-16 11:31:00.000000,21
2023-03-16 11:31:00.000000,30
2023-03-16 11:31:49.833449,19
2023-03-16 11:31:58.970678,28
2023-03-16 11:32:00.000000,36
2023-03-16 11:32:00.000000,25
2023-03-16 11:32:00.000000,30
2023-03-16 11:32:24.748871,18
2023-03-16 11:32:26.144403,24
2023-03-16 11:33:00.000000,23
2023-03-16 11:33:06.566098,25
2023-03-16 11:34:31.285473,21
2023-03-16 11:34:53.646513,5
2023-03-16 11:35:00.000000,37
2023-03-16 11:35:02.468665,23
2023-03-16 11:35:12.651889,12
2023-03-16 11:35:57.726654,38
2023-03-16 11:36:41.156340,31
2023-03-16 11:37:13.789961,23
2023-03-16 11:38:00.000000,30
2023-03-16 11:39:00.000000,36
2023-03-16 11:39:00.000000,24
2023-03-16 11:39:00.000000,10
2023-03-16 11:40:00.000000,26
2023-03-16 11:40:00.000000,28
2023-03-16 11:40:00.000000,34
2023-03-16 11:40:51.983097,6
2023-03-16 11:41:13.032659,30
2023-03-16 11:42:01.168336,34
2023-03-16 11:42:31.967701,5
2023-03-16 11:42:32.619292,20
2023-03-16 11:42:47.321367,36
2023-03-16 11:43:00.000000,32
2023-03-16 11:43:00.000000,34
2023-03-16 11:43:00.000000,10
2023-03-16 11:43:05.678729,27
2023-03-16 11:43:13.192233,23
2023-03-16 11:43:38.703466,38
2023-03-16 11:46:00.000000,18
2023-03-16 11:46:48.066900,11
2023-03-16 11:47:00.000000,32
2023-03-16 11:47:00.000000,20
2023-03-16 11:48:15.456472,17
2023-03-16 11:48:45.641690,28
2023-03-16 11:49:03.502911,32
2023-03-16 11:50:38.438836,6
2023-03-16 11:50:47.371631,21
2023-03-16 11:51:31.671693,25
2023-03-16 11:51:46.522764,34
2023-03-16 11:52:00.000000,15
2023-03-16 11:52:00.000000,34
2023-03-16 11:52:24.909131,11
2023-03-16 11:52:58.959741,10
2023-03-16 11:54:00.000000,40
2023-03-16 11:54:08.026858,10
2023-03-16 11:56:00.000000,13
2023-03-16 11:56:42.769480,16
2023-03-16 11:57:00.000000,20
2023-03-16 11:57:10.387125,27
2023-03-16 11:57:39.023302,23
2023-03-16 11:57:58.633714,12
2023-03-16 11:58:00.000000,39
2023-03-16 11:58:17.522343,25
2023-03-16 11:59:00.000000,13
2023-03-16 11:59:09.148878,25
2023-03-16 12:00:12.999728,29
2023-03-16 12:00:39.964810,40
2023-03-16 12:01:00.000000,40
2023-03-16 12:01:11.891732,39
2023-03-16 12:01:35.715054,25
2023-03-16 12:02:00.000000,32
2023-03-16 12:02:00.000000,17
2023-03-16 12:03:00.000000,15
2023-03-16 12:04:00.000000,39
2023-03-16 12:04:00.000000,9
2023-03-16 12:04:37.037395,21
2023-03-16 12:04:53.670124,19
2023-03-16 12:07:35.248583,18
2023-03-16 12:07:55.776765,24
2023-03-16 12:08:00.000000,24
2023-03-16 12:08:52.641250,19
2023-03-16 12:09:00.000000,27
2023-03-16 12:09:59.582590,25
2023-03-16 12:11:00.000000,33
2023-03-16 12:12:16.948178,25
2023-03-16 12:13:07.138640,20
2023-03-16 12:13:20.077672,8
2023-03-16 12:14:00.000000,28
2023-03-16 12:14:14.892034,29
2023-03-16 12:14:46.918942,50
2023-03-16 12:14:47.207244,34
2023-03-16 12:15:59.092351,27
2023-03-16 12:16:00.000000,24
2023-03-16 12:16:00.000000,35
2023-03-16 12:16:00.000000,37
2023-03-16 12:16:10.187810,23
2023-03-16 12:16:11.863464,30
2023-03-16 12:16:40.878490,9
2023-03-16 12:17:13.320716,24
2023-03-16 12:17:16.762173,9
2023-03-16 12:18:08.298533,22
2023-03-16 12:18:29.602165,25
2023-03-16 12:19:00.000000,26
2023-03-16 12:19:00.000000,22
2023-03-16 12:19:00.000000,16
2023-03-16 12:19:24.500059,19
2023-03-16 12:20:00.000000,22
2023-03-16 12:20:00.000000,30
2023-03-16 12:20:00.000000,28
2023-03-16 12:20:45.571212,43
2023-03-16 12:21:00.000000,26
2023-03-16 12:21:00.000000,23
2023-03-16 12:21:00.000000,27
2023-03-16 12:21:16.358846,31
2023-03-16 12:21:28.630484,36
2023-03-16 12:23:00.000000,10
2023-03-16 12:23:00.000000,11
2023-03-16 12:23:11.196340,27
2023-03-16 12:23:21.213733,16
2023-03-16 12:24:00.000000,23
2023-03-16 12:26:33.107430,31
2023-03-16 12:27:36.289146,18
2023-03-16 12:28:33.168484,26
2023-03-16 12:29:11.406420,22
2023-03-16 12:29:18.792190,25
2023-03-16 12:30:00.000000,42
2023-03-16 12:30:07.057405,22
2023-03-16 12:30:55.502616,21
2023-03-16 12:31:07.892492,23
2023-03-16 12:31:16.049596,24
2023-03-16 12:31:43.100578,29
2023-03-16 12:31:45.162321,19
2023-03-16 12:31:50.640643,20
2023-03-16 12:32:00.000000,18
2023-03-16 12:32:00.000000,42
2023-03-16 12:33:00.000000,19
2023-03-16 12:33:04.892866,38
2023-03-16 12:33:24.508012,8
2023-03-16 12:33:47.697745,32
2023-03-16 12:33:50.171068,48
2023-03-16 12:33:59.840939,39
2023-03-16 12:34:46.554607,43
2023-03-16 12:34:49.038195,32
2023-03-16 12:35:07.420879,12
2023-03-16 12:36:00.000000,51
2023-03-16 12:36:54.356269,23
2023-03-16 12:36:55.721443,9
2023-03-16 12:37:00.000000,10
2023-03-16 12:37:00.000000,47
2023-03-16 12:37:39.409728,39
2023-03-16 12:38:00.000000,39
2023-03-16 12:38:00.000000,22
2023-03-16 12:38:26.474867,34
2023-03-16 12:39:10.280535,21
2023-03-16 12:39:26.026581,33
2023-03-16 12:39:39.496903,34
2023-03-16 12:39:53.710115,27
2023-03-16 12:40:32.405133,10
2023-03-16 12:40:42.422243,6
2023-03-16 12:42:00.000000,19
2023-03-16 12:43:00.000000,25
2023-03-16 12:43:39.919894,28
2023-03-16 12:44:00.000000,11
2023-03-16 12:44:19.306756,19
2023-03-16 12:45:00.000000,24
2023-03-16 12:45:24.445537,32
2023-03-16 12:45:49.436687,30
2023-03-16 12:46:01.745577,10
2023-03-16 12:46:40.528306,31
2023-03-16 12:47:00.000000,27
2023-03-16 12:47:00.000000,22
2023-03-16 12:48:00.000000,30
2023-03-16 12:48:00.000000,24
2023-03-16 12:48:04.599993,21
2023-03-16 12:48:25.392333,31
2023-03-16 12:48:34.577334,18
2023-03-16 12:48:53.827031,29
2023-03-16 12:49:00.000000,18
2023-03-16 12:49:00.000000,13
2023-03-16 12:49:00.000000,41
2023-03-16 12:49:25.323511,18
2023-03-16 12:49:57.892356,25
2023-03-16 12:51:00.000000,29
2023-03-16 12:51:00.000000,12
2023-03-16 12:51:38.822571,14
2023-03-16 12:54:00.000000,14
2023-03-16 12:54:54.812630,21
2023-03-16 12:54:55.054081,19
2023-03-16 12:55:00.000000,15
2023-03-16 12:55:30.036327,18
2023-03-16 12:56:00.000000,30
2023-03-16 12:56:00.000000,37
2023-03-16 12:56:00.000000,33
2023-03-16 12:56:00.000000,26
2023-03-16 12:56:00.000000,27
2023-03-16 12:56:00.000000,17
2023-03-16 12:56:12.702755,26
2023-03-16 12:57:16.847438,33
2023-03-16 12:57:30.048755,33
2023-03-16 12:57:39.554539,40
2023-03-16 12:58:00.000000,29
2023-03-16 12:58:00.000000,28
2023-03-16 12:58:04.317108,33
2023-03-16 12:59:00.000000,9
2023-03-16 12:59:00.000000,16
2023-03-16 12:59:00.000000,19
2023-03-16 12:59:00.000000,26
2023-03-16 12:59:00.000000,15
2023-03-16 12:59:33.865375,32
2023-03-16 13:00:00.000000,39
2023-03-16 13:00:00.000000,16
2023-03-16 13:00:00.000000,43
2023-03-16 13:00:00.000000,30
2023-03-16 13:00:32.457880,30
2023-03-16 13:01:00.000000,20
2023-03-16 13:01:00.000000,25
2023-03-16 13:01:31.577201,39
2023-03-16 13:02:00.000000,16
2023-03-16 13:02:00.000000,28
2023-03-16 13:02:00.000000,31
2023-03-16 13:02:00.000000,52
2023-03-16 13:02:00.000000,30
2023-03-16 13:02:07.244995,19
2023-03-16 13:02:40.899798,27
2023-03-16 13:03:00.000000,22
2023-03-16 13:03:50.715080,29
2023-03-16 13:04:00.000000,37
2023-03-16 13:04:04.285563,9
2023-03-16 13:04:57.103741,36
2023-03-16 13:05:00.000000,21
2023-03-16 13:05:00.000000,35
2023-03-16 13:06:00.000000,16
2023-03-16 13:07:32.170058,29
2023-03-16 13:08:00.000000,22
2023-03-16 13:08:08.969452,30
2023-03-16 13:09:00.000000,31
2023-03-16 13:10:00.000000,22
2023-03-16 13:10:00.000000,38
2023-03-16 13:10:00.000000,28
2023-03-16 13:10:02.629681,49
2023-03-16 13:10:45.048370,18
2023-03-16 13:11:00.000000,12
2023-03-16 13:11:02.576518,47
2023-03-16 13:11:42.910513,22
2023-03-16 13:12:12.341905,23
2023-03-16 13:13:00.000000,25
2023-03-16 13:13:00.000000,37
2023-03-16 13:13:51.054755,23
2023-03-16 13:13:54.693259,56
2023-03-16 13:15:00.000000,29
2023-03-16 13:15:00.000000,30
2023-03-16 13:16:00.000000,9
2023-03-16 13:16:00.000000,34
2023-03-16 13:16:46.691748,34
2023-03-16 13:17:02.422311,34
2023-03-16 13:17:16.172951,27
2023-03-16 13:17:17.860730,13
2023-03-16 13:17:57.321301,34
2023-03-16 13:18:00.000000,33
2023-03-16 13:18:00.000000,25
2023-03-16 13:18:32.035899,13
2023-03-16 13:19:00.000000,22
2023-03-16 13:20:00.000000,46
2023-03-16 13:20:00.000000,30
2023-03-16 13:21:00.000000,48
2023-03-16 13:21:41.109799,36
2023-03-16 13:22:00.000000,22
2023-03-16 13:22:08.152254,31
2023-03-16 13:22:46.912703,24
2023-03-16 13:23:00.000000,35
2023-03-16 13:23:00.000000,27
2023-03-16 13:23:00.000000,25
2023-03-16 13:23:00.000000,11
2023-03-16 13:23:00.000000,30
2023-03-16 13:23:02.428705,14
2023-03-16 13:24:00.000000,29
2023-03-16 13:24:09.396979,14
2023-03-16 13:24:29.838538,24
2023-03-16 13:25:00.000000,29
2023-03-16 13:25:00.000000,29
2023-03-16 13:25:14.022089,11
2023-03-16 13:26:23.139531,14
2023-03-16 13:26:32.447733,27
2023-03-16 13:26:37.681538,19
2023-03-16 13:27:00.000000,21
2023-03-16 13:27:32.182189,20
2023-03-16 13:29:40.179890,21
2023-03-16 13:29:42.177454,34
2023-03-16 13:30:00.975212,46
2023-03-16 13:30:25.185655,27
2023-03-16 13:30:29.435105,46
2023-03-16 13:30:58.367748,24
2023-03-16 13:31:00.000000,28
2023-03-16 13:31:00.000000,26
2023-03-16 13:33:00.000000,27
2023-03-16 13:33:11.477165,18
2023-03-16 13:34:00.000000,22
2023-03-16 13:34:05.582525,14
2023-03-16 13:35:00.000000,17
2023-03-16 13:35:00.000000,21
2023-03-16 13:35:54.195936,14
2023-03-16 13:36:42.320471,35
2023-03-16 13:37:00.000000,18
2023-03-16 13:37:00.000000,46
2023-03-16 13:37:28.471349,33
2023-03-16 13:37:48.270585,35
2023-03-16 13:38:00.000000,12
2023-03-16 13:39:00.000000,10
2023-03-16 13:39:00.000000,37
2023-03-16 13:39:08.745550,17
2023-03-16 13:39:51.845183,31
2023-03-16 13:40:44.876599,28
2023-03-16 13:41:00.000000,41
2023-03-16 13:41:00.000000,42
2023-03-16 13:41:00.000000,16
2023-03-16 13:41:43.120145,36
2023-03-16 13:43:22.299946,22
2023-03-16 13:43:57.423338,22
2023-03-16 13:44:00.000000,30
2023-03-16 13:46:00.000000,28
2023-03-16 13:46:00.000000,8
2023-03-16 13:46:00.000000,30
2023-03-16 13:47:00.000000,11
2023-03-16 13:47:00.000000,42
2023-03-16 13:47:51.886354,23
2023-03-16 13:48:00.000000,40
2023-03-16 13:49:00.000000,11
2023-03-16 13:50:30.646043,64
2023-03-16 13:51:00.000000,30
2023-03-16 13:52:00.000000,15
2023-03-16 13:52:07.673845,7
2023-03-16 13:52:37.582656,40
2023-03-16 13:53:00.000000,29
2023-03-16 13:53:15.324213,18
2023-03-16 13:53:41.469118,42
2023-03-16 13:53:54.071748,27
2023-03-16 13:54:00.000000,26
2023-03-16 13:54:00.000000,24
2023-03-16 13:54:21.580351,32
2023-03-16 13:55:12.733734,27
2023-03-16 13:55:29.701187,23
2023-03-16 13:55:40.587828,14
2023-03-16 13:55:57.333422,36
2023-03-16 13:56:00.000000,20
2023-03-16 13:56:00.000000,16
2023-03-16 13:56:00.000000,25
2023-03-16 13:56:07.494924,28
2023-03-16 13:56:42.574402,31
2023-03-16 13:57:00.000000,27
2023-03-16 13:57:00.000000,17
2023-03-16 13:57:25.722141,33
2023-03-16 13:58:05.237796,30
2023-03-16 13:59:00.000000,30
2023-03-16 13:59:00.000000,23
2023-03-16 14:00:02.541329,12
2023-03-16 14:00:23.573451,18
2023-03-16 14:01:00.000000,33
2023-03-16 14:01:03.211870,29
2023-03-16 14:03:00.000000,19
2023-03-16 14:03:06.569539,19
2023-03-16 14:03:57.725448,24
2023-03-16 14:04:00.000000,12
2023-03-16 14:04:00.000000,42
2023-03-16 14:04:29.971728,32
2023-03-16 14:06:00.000000,26
2023-03-16 14:07:00.000000,40
2023-03-16 14:08:07.829402,26
2023-03-16 14:08:35.276972,42
2023-03-16 14:09:00.000000,21
2023-03-16 14:10:00.000000,20
2023-03-16 14:10:32.044550,23
2023-03-16 14:11:00.000000,42
2023-03-16 14:11:00.000000,23
2023-03-16 14:11:30.489258,22
2023-03-16 14:12:07.252721,23
2023-03-16 14:12:24.221551,21
2023-03-16 14:12:41.035827,33
2023-03-16 14:12:46.982593,23
2023-03-16 14:13:55.397544,18
2023-03-16 14:14:00.000000,6
2023-03-16 14:14:00.000000,14
2023-03-16 14:14:33.611362,21
2023-03-16 14:15:00.000000,8
2023-03-16 14:16:00.000000,40
2023-03-16 14:16:00.000000,20
2023-03-16 14:16:00.000000,35
2023-03-16 14:16:01.869237,16
2023-03-16 14:17:08.295241,27
2023-03-16 14:19:05.065059,14
2023-03-16 14:19:17.759529,31
2023-03-16 14:20:00.000000,39
2023-03-16 14:20:23.421284,11
2023-03-16 14:21:00.000000,9
2023-03-16 14:21:06.984479,16
2023-03-16 14:21:09.949211,22
2023-03-16 14:21:13.030185,28
2023-03-16 14:21:36.567329,15
2023-03-16 14:21:53.650253,24
2023-03-16 14:22:00.000000,24
2023-03-16 14:22:47.566914,37
2023-03-16 14:22:52.945666,9
2023-03-16 14:23:00.000000,27
2023-03-16 14:23:10.984884,30
2023-03-16 14:23:35.366017,30
2023-03-16 14:24:00.000000,32
2023-03-16 14:25:24.631421,31
2023-03-16 14:26:00.000000,25
2023-03-16 14:26:28.111238,34
2023-03-16 14:27:00.000000,28
2023-03-16 14:27:10.462527,12
2023-03-16 14:27:15.043762,7
2023-03-16 14:28:00.000000,44
2023-03-16 14:28:00.000000,10
2023-03-16 14:28:00.000000,10
2023-03-16 14:28:53.376195,27
2023-03-16 14:29:34.600314,38
2023-03-16 14:30:00.000000,17
2023-03-16 14:30:34.177023,27
2023-03-16 14:30:34.727026,27
2023-03-16 14:34:00.000000,37
2023-03-16 14:34:00.756789,47
2023-03-16 14:34:53.509889,16
2023-03-16 14:34:56.140352,26
2023-03-16 14:35:49.738058,35
2023-03-16 14:36:45.992567,25
2023-03-16 14:37:09.492976,34
2023-03-16 14:38:04.035802,26
2023-03-16 14:38:18.458091,32
2023-03-16 14:39:00.000000,20
2023-03-16 14:39:05.547408,47
2023-03-16 14:39:15.587026,26
2023-03-16 14:39:32.272548,42
2023-03-16 14:39:54.466120,24
2023-03-16 14:40:48.410485,24
2023-03-16 14:40:49.800556,12
2023-03-16 14:40:51.210204,14
2023-03-16 14:41:00.000000,36
2023-03-16 14:41:03.541130,24
2023-03-16 14:41:03.594227,13
2023-03-16 14:41:06.470022,33
2023-03-16 14:41:50.634218,32
2023-03-16 14:42:00.000000,26
2023-03-16 14:43:03.840826,27
2023-03-16 14:43:40.523576,39
2023-03-16 14:45:00.000000,36
2023-03-16 14:45:09.737965,35
2023-03-16 14:45:48.505521,9
2023-03-16 14:46:28.791961,28
2023-03-16 14:47:23.706773,46
2023-03-16 14:47:24.239905,20
2023-03-16 14:48:00.000000,20
2023-03-16 14:49:00.000000,26
2023-03-16 14:49:00.000000,12
2023-03-16 14:49:00.000000,29
2023-03-16 14:49:27.272095,27
2023-03-16 14:50:00.000000,12
2023-03-16 14:50:00.000000,30
2023-03-16 14:50:59.569071,45
2023-03-16 14:51:13.926206,19
2023-03-16 14:51:15.727245,41
2023-03-16 14:51:29.979440,16
2023-03-16 14:51:37.401308,36
2023-03-16 14:52:00.000000,12
2023-03-16 14:52:01.911974,45
2023-03-16 14:53:49.570050,30
2023-03-16 14:54:00.000000,33
2023-03-16 14:54:10.742888,8
2023-03-16 14:55:06.406217,23
2023-03-16 14:55:17.120147,13
2023-03-16 14:56:00.000000,33
2023-03-16 14:56:20.539998,20
2023-03-16 14:57:00.000000,14
2023-03-16 14:58:00.000000,23
2023-03-16 14:58:00.882861,33
2023-03-16 15:00:00.000000,15
2023-03-16 15:00:35.286856,12
2023-03-16 15:01:48.363114,34
2023-03-16 15:01:59.723492,22
2023-03-16 15:02:00.000000,20
2023-03-16 15:02:02.679734,21
2023-03-16 15:02:40.547245,30
2023-03-16 15:02:58.036825,19
2023-03-16 15:03:00.000000,32
2023-03-16 15:05:09.730387,30
2023-03-16 15:05:25.246148,34
2023-03-16 15:06:02.513714,25
2023-03-16 15:06:25.397180,25
2023-03-16 15:06:29.284949,29
2023-03-16 15:08:00.000000,12
2023-03-16 15:08:00.323069,37
2023-03-16 15:08:12.272309,34
2023-03-16 15:08:36.166327,25
2023-03-16 15:09:10.612981,22
2023-03-16 15:09:41.695299,39
2023-03-16 15:11:50.998363,24
2023-03-16 15:12:13.869147,29
2023-03-16 15:12:29.568847,16
2023-03-16 15:13:00.000000,23
2023-03-16 15:13:25.699209,36
2023-03-16 15:13:42.380878,20
2023-03-16 15:14:00.000000,13
2023-03-16 15:14:00.000000,40
2023-03-16 15:14:24.695594,30
2023-03-16 15:15:51.510198,15
2023-03-16 15:16:05.461040,37
2023-03-16 15:16:18.010192,24
2023-03-16 15:17:00.116044,13
2023-03-16 15:17:31.390904,22
2023-03-16 15:17:34.040794,25
2023-03-16 15:17:41.900417,35
2023-03-16 15:18:00.000000,22
2023-03-16 15:18:09.601834,22
2023-03-16 15:18:24.770072,30
2023-03-16 15:20:00.000000,8
2023-03-16 15:21:00.000000,26
2023-03-16 15:21:00.000000,29
2023-03-16 15:21:00.000000,11
2023-03-16 15:22:21.833681,25
2023-03-16 15:23:00.000000,30
2023-03-16 15:23:33.661083,21
2023-03-16 15:23:33.980678,6
2023-03-16 15:24:03.562642,19
2023-03-16 15:25:23.696840,7
2023-03-16 15:26:00.000000,19
2023-03-16 15:27:10.328985,11
2023-03-16 15:28:00.000000,24
2023-03-16 15:28:59.860222,29
2023-03-16 15:29:00.000000,14
2023-03-16 15:29:05.807253,18
2023-03-16 15:31:00.000000,17
2023-03-16 15:31:02.740862,24
2023-03-16 15:32:00.000000,51
2023-03-16 15:33:21.164878,36
2023-03-16 15:33:35.563518,28
2023-03-16 15:34:00.000000,22
2023-03-16 15:34:01.705088,22
2023-03-16 15:34:10.719653,16
2023-03-16 15:34:15.966817,24
2023-03-16 15:34:28.185636,14
2023-03-16 15:35:00.000000,47
2023-03-16 15:35:44.174598,24
2023-03-16 15:38:00.000000,26
2023-03-16 15:38:08.991179,22
2023-03-16 15:40:19.173258,26
2023-03-16 15:41:00.000000,33
2023-03-16 15:42:21.520939,42
2023-03-16 15:43:24.727898,27
2023-03-16 15:43:28.405094,22
2023-03-16 15:44:00.000000,17
2023-03-16 15:44:14.453723,10
2023-03-16 15:44:22.156071,23
2023-03-16 15:44:55.302015,19
2023-03-16 15:45:00.000000,27
2023-03-16 15:46:14.036934,12
2023-03-16 15:47:00.000000,35
2023-03-16 15:48:25.893358,38
2023-03-16 15:48:29.880472,12
2023-03-16 15:48:34.498005,34
2023-03-16 15:49:12.329595,21
2023-03-16 15:49:51.207931,19
2023-03-16 15:50:58.545524,49
2023-03-16 15:53:48.585648,25
2023-03-16 15:57:06.627751,25
2023-03-16 15:58:10.806421,29
2023-03-16 15:58:13.716036,10
2023-03-16 15:58:35.164420,32
2023-03-16 15:58:46.328126,27
2023-03-16 15:58:48.941079,42
2023-03-16 15:59:35.783407,26
2023-03-16 16:01:01.880112,21
2023-03-16 16:02:08.006571,36
2023-03-16 16:03:33.001892,33
2023-03-16 16:04:38.481427,27
2023-03-16 16:05:34.258774,13
2023-03-16 16:06:00.000000,27
2023-03-16 16:06:55.403482,21
2023-03-16 16:07:10.571247,16
2023-03-16 16:08:21.182671,21
2023-03-16 16:08:33.705015,41
2023-03-16 16:09:18.073400,21
2023-03-16 16:09:31.602969,13
2023-03-16 16:10:22.665470,18
2023-03-16 16:11:00.000000,27
2023-03-16 16:11:08.529446,19
2023-03-16 16:12:00.000000,39
2023-03-16 16:12:33.843358,23
2023-03-16 16:12:58.651730,32
2023-03-16 16:15:45.144235,29
2023-03-16 16:16:03.105936,34
2023-03-16 16:17:48.020795,24
2023-03-16 16:18:58.213690,20
2023-03-16 16:19:49.142798,18
2023-03-16 16:20:00.349241,30
2023-03-16 16:20:13.281459,21
2023-03-16 16:23:11.166127,24
2023-03-16 16:23:33.250113,19
2023-03-16 16:23:55.355048,16
2023-03-16 16:24:18.179995,14
2023-03-16 16:24:25.384053,19
2023-03-16 16:25:46.025886,35
2023-03-16 16:26:15.011791,49
2023-03-16 16:27:05.902380,27
2023-03-16 16:28:18.602919,39
2023-03-16 16:29:00.000000,10
2023-03-16 16:29:05.476505,17
2023-03-16 16:29:36.643224,32
2023-03-16 16:30:37.140090,17
2023-03-16 16:31:09.047753,40
2023-03-16 16:31:48.085348,16
2023-03-16 16:32:06.596882,24
2023-03-16 16:35:40.802921,27
2023-03-16 16:37:28.731739,30
2023-03-16 16:38:26.515808,19
2023-03-16 16:38:31.288786,21
2023-03-16 16:38:40.164254,24
2023-03-16 16:38:41.422889,25
2023-03-16 16:38:56.402090,27
2023-03-16 16:39:18.684604,27
2023-03-16 16:39:25.939529,21
2023-03-16 16:39:26.816231,35
2023-03-16 16:41:09.926600,23
2023-03-16 16:41:43.521567,17
2023-03-16 16:42:04.068145,30
2023-03-16 16:42:12.119078,19
2023-03-16 16:43:04.232623,10
2023-03-16 16:44:11.417054,19
2023-03-16 16:45:32.523734,21
2023-03-16 16:47:10.799217,37
2023-03-16 16:48:22.132089,19
2023-03-16 16:50:09.239051,16
2023-03-16 16:50:25.764834,16
2023-03-16 16:50:58.357235,11
2023-03-16 16:53:35.208091,26
2023-03-16 16:55:02.431829,18
2023-03-16 16:55:05.211233,28
2023-03-16 16:55:41.812653,18
2023-03-16 16:56:19.972393,39
2023-03-16 16:57:23.453691,28
2023-03-16 16:57:55.667579,17
2023-03-16 16:58:16.940760,23
2023-03-16 16:58:34.551302,24
2023-03-16 16:58:50.146375,27
2023-03-16 16:58:51.971981,17
2023-03-16 17:02:05.417965,27
2023-03-16 17:03:04.182837,25
2023-03-16 17:03:46.284740,13
2023-03-16 17:04:07.350892,33
2023-03-16 17:04:36.572727,43
2023-03-16 17:04:59.113911,6
2023-03-16 17:05:55.586019,14
2023-03-16 17:05:57.930762,23
2023-03-16 17:07:07.221217,12
2023-03-16 17:07:18.855911,19
2023-03-16 17:07:59.132818,27
2023-03-16 17:08:05.506989,33
2023-03-16 17:08:12.037703,39
2023-03-16 17:08:46.288708,15
2023-03-16 17:08:48.179121,28
2023-03-16 17:12:34.475070,20
2023-03-16 17:13:05.691109,20
2023-03-16 17:13:19.665143,52
2023-03-16 17:13:29.616213,27
2023-03-16 17:13:42.870269,33
2023-03-16 17:14:43.489450,14
2023-03-16 17:15:41.432987,39
2023-03-16 17:16:19.631500,33
2023-03-16 17:16:51.553816,12
2023-03-16 17:18:10.540350,10
2023-03-16 17:19:56.843134,34
2023-03-16 17:22:08.935216,28
2023-03-16 17:22:09.349794,17
2023-03-16 17:22:16.539080,38
2023-03-16 17:23:33.007518,27
2023-03-16 17:24:32.551480,29
2023-03-16 17:25:13.392850,25
2023-03-16 17:25:45.752306,40
2023-03-16 17:27:10.172721,23
2023-03-16 17:28:00.000000,25
2023-03-16 17:29:01.531014,29
2023-03-16 17:29:09.783558,37
2023-03-16 17:29:40.519699,29
2023-03-16 17:30:10.528392,17
2023-03-16 17:30:22.978866,14
2023-03-16 17:31:16.203153,16
2023-03-16 17:31:48.209358,34
2023-03-16 17:34:00.594630,43
2023-03-16 17:34:54.705180,25
2023-03-16 17:35:14.130250,20
2023-03-16 17:35:43.289817,21
2023-03-16 17:38:09.192833,21
2023-03-16 17:40:13.573076,25
2023-03-16 17:42:06.128734,31
2023-03-16 17:42:27.367359,26
2023-03-16 17:43:40.669561,26
2023-03-16 17:43:59.859949,21
2023-03-16 17:44:09.882935,10
2023-03-16 17:44:43.438112,15
2023-03-16 17:45:01.537413,37
2023-03-16 17:45:06.113992,35
2023-03-16 17:45:28.205916,42
2023-03-16 17:45:56.836329,35
2023-03-16 17:46:00.000000,20
2023-03-16 17:46:12.144777,35
2023-03-16 17:47:22.560865,35
2023-03-16 17:49:14.764219,26
2023-03-16 17:50:17.167031,20
2023-03-16 17:51:29.690832,29
2023-03-16 17:53:33.613538,16
2023-03-16 17:53:41.307606,32
2023-03-16 17:53:46.998346,27
2023-03-16 17:55:03.227953,34
2023-03-16 17:55:27.887892,9
2023-03-16 17:56:59.020965,27
2023-03-16 17:58:46.121681,18
2023-03-16 17:59:16.703954,14
2023-03-16 18:00:53.704880,27
2023-03-16 18:01:07.564456,18
2023-03-16 18:01:31.900851,14
2023-03-16 18:02:48.044089,27
2023-03-16 18:03:07.225734,40
2023-03-16 18:03:21.789420,19
2023-03-16 18:05:05.374757,29
2023-03-16 18:05:38.587591,15
2023-03-16 18:05:48.541440,17
2023-03-16 18:06:06.463754,34
2023-03-16 18:06:11.028635,17
2023-03-16 18:06:12.181660,42
2023-03-16 18:06:49.086523,7
2023-03-16 18:06:57.564702,28
2023-03-16 18:07:13.940668,31
2023-03-16 18:07:44.824218,16
2023-03-16 18:07:48.734571,24
2023-03-16 18:08:57.830471,28
2023-03-16 18:08:59.716534,10
2023-03-16 18:09:05.969439,30
2023-03-16 18:09:33.218843,23
2023-03-16 18:11:07.503965,21
2023-03-16 18:11:15.330607,22
2023-03-16 18:12:11.391042,26
2023-03-16 18:12:35.663145,37
2023-03-16 18:14:08.791835,19
2023-03-16 18:15:28.176943,34
2023-03-16 18:16:01.394858,31
2023-03-16 18:16:02.707671,12
2023-03-16 18:16:14.584112,23
2023-03-16 18:16:22.369136,8
2023-03-16 18:17:15.878658,28
2023-03-16 18:17:21.067824,22
2023-03-16 18:18:04.947728,30
2023-03-16 18:18:18.592576,31
